label,image_name,x1,x2,y1,y2
"[1, 2]",Onepoto_20pointKAP20_2020_frame_53106.jpg,"[636, 904]","[1048, 1068]","[43, 598]","[414, 652]"
[3],Green_20canKAP24_2021_frame_21950.jpg,[932],[1053],[281],[579]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_20075.jpg,"[357, 836, 910]","[546, 1152, 1269]","[467, 332, 336]","[740, 654, 751]"
[1],EE16_2011_frame_33476.jpg,[52],[172],[149],[287]
"[2, 3, 3]",WP54_frame_76243.jpg,"[1861, 1272, 1650]","[1925, 1583, 1815]","[483, 726, 801]","[583, 881, 1019]"
"[3, 3, 3]",Rangatira_20pointKAP23_2021_frame_20950.jpg,"[-127, -25, 0]","[149, 92, 156]","[152, 156, 139]","[259, 277, 271]"
[3],WP38_frame_82957.jpg,[892],[1798],[702],[1199]
[1],Onepoto_20pointKAP20_2020_frame_61813.jpg,[846],[1160],[349],[595]
[3],WP54_frame_106213.jpg,[1058],[1428],[591],[772]
[3],Rangatira_20pointKAP23_2021_frame_39375.jpg,[717],[1064],[341],[604]
[3],Green_20canKAP24_2021_frame_24675.jpg,[1],[108],[333],[503]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_37925.jpg,"[302, 1123]","[534, 1295]","[117, 328]","[437, 766]"
[3],Rangatira_20pointKAP23_2021_frame_37700.jpg,[239],[506],[702],[974]
[1],WP54_frame_97582.jpg,[640],[715],[504],[594]
[1],Onepoto_20pointKAP20_2020_frame_52807.jpg,[605],[935],[536],[737]
[3],WP40_frame_116463.jpg,[990],[1157],[235],[360]
[1],KPT_017_2021_02_26_frame_30112.jpg,[160],[276],[439],[487]
[3],WP40_frame_109570.jpg,[1160],[1510],[908],[984]
[3],WP38_frame_94465.jpg,[1289],[1329],[321],[448]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54395.jpg,"[262, 838]","[598, 1443]","[746, 89]","[871, 474]"
[3],KPT_017_2021_02_26_frame_43050.jpg,[1083],[1287],[647],[770]
[3],WP40_frame_41418.jpg,[1447],[1576],[860],[1033]
[1],Onepoto_20pointKAP20_2020_frame_53976.jpg,[417],[746],[315],[507]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_20125.jpg,"[379, 852]","[562, 1216]","[452, 401]","[709, 644]"
[2],WP54_frame_18791.jpg,[1249],[1378],[798],[867]
[1],EE13_2011_frame_22207.jpg,[300],[448],[174],[312]
"[3, 3]",Green_20canKAP24_2021_frame_44575.jpg,"[0, 329]","[107, 640]","[95, 487]","[453, 553]"
"[3, 3, 3, 3]",PMR13_2012_frame_41118.jpg,"[68, 230, 394, 623]","[156, 403, 447, 729]","[3, 55, 1, 127]","[130, 212, 117, 206]"
"[1, 1]",WP40_frame_42167.jpg,"[808, 811]","[895, 1033]","[790, 813]","[924, 918]"
[3],Rangatira_20pointKAP23_2021_frame_20975.jpg,[-32],[283],[125],[294]
[3],Green_20canKAP24_2021_frame_44500.jpg,[441],[648],[681],[913]
"[2, 3, 3]",WP40_frame_108011.jpg,"[1090, 1560, 1567]","[1177, 1775, 1821]","[495, 224, 280]","[545, 358, 407]"
"[3, 3, 3]",Green_20canKAP24_2021_frame_26112.jpg,"[0, 6, 72]","[99, 258, 224]","[259, -18, -35]","[369, 387, 207]"
"[3, 3, 3]",WP54_frame_95064.jpg,"[769, 836, 1282]","[1102, 1078, 1576]","[608, 524, 455]","[758, 856, 837]"
"[1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_16925.jpg,"[62, 602]","[1251, 866]","[17, 440]","[897, 480]"
"[2, 2, 3]",WP54_frame_105734.jpg,"[1228, 1702, 1214]","[1476, 1861, 1502]","[683, 659, 687]","[894, 755, 876]"
[3],WP54_frame_85774.jpg,[1063],[1204],[548],[800]
"[1, 1, 1]",EE14_2011_frame_35874.jpg,"[69, 158, 302]","[176, 259, 390]","[100, 53, 183]","[199, 118, 390]"
[3],Green_20canKAP24_2021_frame_44975.jpg,[985],[1278],[697],[961]
[3],Rangatira_20pointKAP23_2021_frame_20275.jpg,[238],[518],[853],[966]
[1],WP54_frame_98961.jpg,[270],[732],[315],[658]
"[2, 3, 3, 3]",WP40_frame_107772.jpg,"[1291, 784, 919, 1281]","[1405, 967, 1252, 1406]","[813, 523, 586, 799]","[879, 622, 982, 888]"
[3],Rangatira_20pointKAP23_2021_frame_19700.jpg,[250],[376],[820],[988]
"[2, 3, 3]",WP54_frame_97462.jpg,"[1342, 1146, 1412]","[1729, 1585, 1710]","[593, 210, 493]","[716, 363, 836]"
[1],TUH_035_22_09_2020_frame_79599.jpg,[1372],[1521],[476],[659]
[3],WP54_frame_97702.jpg,[1059],[1326],[638],[833]
[3],Rangatira_20pointKAP23_2021_frame_53575.jpg,[12],[270],[3],[367]
"[2, 3]",WP54_frame_85114.jpg,"[1020, 1002]","[1218, 1254]","[554, 572]","[760, 757]"
[3],WP54_frame_103996.jpg,[1263],[1702],[171],[273]
[3],Rangatira_20pointKAP23_2021_frame_39725.jpg,[800],[1002],[786],[984]
[2],WP40_frame_71268.jpg,[1116],[1300],[774],[832]
[3],WP38_frame_42917.jpg,[517],[577],[810],[1114]
[3],Green_20canKAP24_2021_frame_24725.jpg,[0],[178],[282],[377]
"[2, 3]",WP40_frame_35304.jpg,"[1089, 875]","[1140, 1001]","[153, 758]","[184, 856]"
[1],DD6_2011_frame_29940.jpg,[204],[319],[312],[429]
[1],Rangatira_20pointKAP23_2021_frame_53625.jpg,[776],[1074],[431],[828]
"[1, 1, 2]",WP38_frame_86733.jpg,"[670, 699, 918]","[776, 754, 1006]","[58, 35, 696]","[164, 174, 922]"
"[3, 3]",Green_20canKAP24_2021_frame_26475.jpg,"[341, 945]","[658, 1029]","[556, 124]","[737, 214]"
"[2, 2]",WP40_frame_40129.jpg,"[163, 479]","[280, 612]","[632, 368]","[773, 412]"
[3],WP40_frame_104055.jpg,[677],[841],[243],[354]
"[1, 1]",KPT_017_2021_02_26_frame_28537.jpg,"[680, 762]","[801, 871]","[194, 465]","[282, 641]"
[3],Rangatira_20pointKAP23_2021_frame_39525.jpg,[117],[390],[519],[952]
"[3, 3, 3]",Green_20canKAP24_2021_frame_43625.jpg,"[1, 336, 921]","[44, 608, 1042]","[471, 503, 568]","[600, 630, 861]"
"[1, 1]",KPT_017_2021_02_26_frame_43337.jpg,"[668, 1170]","[969, 1283]","[140, 206]","[342, 336]"
[1],Onepoto_20pointKAP20_2020_frame_59805.jpg,[765],[1071],[622],[859]
[3],Rangatira_20pointKAP23_2021_frame_38650.jpg,[50],[394],[768],[962]
[2],WP40_frame_112447.jpg,[1051],[1195],[998],[1118]
"[1, 1, 1]",WP40_frame_108971.jpg,"[1021, 1264, 1359]","[1097, 1891, 1689]","[529, 638, 640]","[597, 1035, 911]"
"[2, 3]",WP54_frame_77202.jpg,"[1661, 616]","[1938, 891]","[461, 543]","[555, 799]"
"[1, 1, 2, 2]",KPT_017_2021_02_26_frame_19612.jpg,"[920, 1131, 451, 905]","[1049, 1274, 707, 1066]","[560, 707, 690, 530]","[737, 921, 913, 751]"
"[2, 3]",Green_20canKAP24_2021_frame_36012.jpg,"[1159, 718]","[1278, 1014]","[534, 356]","[616, 513]"
"[1, 1]",WP40_frame_26313.jpg,"[1366, 1383]","[1453, 1600]","[851, 908]","[933, 925]"
[3],Green_20canKAP24_2021_frame_10762.jpg,[40],[223],[772],[960]
"[1, 1, 1, 1, 2]",DD12_2011_frame_38391.jpg,"[27, 40, 557, 561, 113]","[409, 211, 666, 619, 386]","[-25, 19, 255, 257, 51]","[235, 121, 390, 379, 207]"
[3],WP40_frame_111788.jpg,[639],[750],[896],[1013]
[2],WP40_frame_39110.jpg,[2],[153],[955],[1026]
"[2, 3]",WP54_frame_106933.jpg,"[1451, 1421]","[1891, 1895]","[571, 519]","[678, 719]"
"[1, 1, 2]",Rangatira_20pointKAP23_2021_frame_18700.jpg,"[358, 1087, 743]","[630, 1412, 1030]","[540, 1, 699]","[683, 91, 889]"
"[1, 1]",KPT_017_2021_02_26_frame_30162.jpg,"[178, 743]","[313, 975]","[456, 229]","[494, 351]"
"[3, 3]",WP54_frame_95124.jpg,"[888, 1307]","[1086, 1711]","[509, 468]","[880, 786]"
"[3, 3]",WP54_frame_99440.jpg,"[862, 1178]","[1045, 1555]","[538, 549]","[842, 677]"
[3],WP38_frame_26013.jpg,[361],[689],[715],[971]
[1],Onepoto_20pointKAP20_2020_frame_59865.jpg,[843],[1110],[716],[915]
[2],KPT_017_2021_02_26_frame_40800.jpg,[100],[204],[464],[728]
"[1, 2]",Rangatira_20pointKAP23_2021_frame_19350.jpg,"[619, -62]","[1232, 398]","[640, 772]","[981, 957]"
"[1, 2]",Onepoto_20pointKAP20_2020_frame_62352.jpg,"[386, 96]","[1704, 254]","[89, 537]","[333, 610]"
[3],Rangatira_20pointKAP23_2021_frame_20600.jpg,[846],[984],[679],[964]
"[2, 2]",WP40_frame_38691.jpg,"[1157, 1220]","[1288, 1448]","[780, 970]","[878, 1040]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19200.jpg,"[21, 49, 1074]","[505, 1173, 1258]","[401, 171, -55]","[633, 690, 96]"
[3],WP54_frame_85714.jpg,[981],[1334],[521],[787]
"[2, 3, 3]",WP54_frame_99260.jpg,"[1608, 1105, 1545]","[1749, 1501, 1799]","[643, 521, 599]","[881, 725, 928]"
"[3, 3, 3]",WP54_frame_86253.jpg,"[811, 860, 1597]","[1288, 1004, 1919]","[523, 145, 482]","[718, 204, 673]"
[3],WP54_frame_84335.jpg,[841],[1423],[131],[403]
"[1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_1837.jpg,"[991, 1017]","[1211, 1156]","[762, 9]","[861, 71]"
[2],WP40_frame_41358.jpg,[324],[431],[835],[927]
[1],CON28_2012_frame_9140.jpg,[263],[341],[173],[322]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19050.jpg,"[234, 269, 950]","[622, 652, 1068]","[549, 603, 215]","[841, 752, 549]"
[3],Green_20canKAP24_2021_frame_45200.jpg,[2],[237],[433],[579]
[3],Rangatira_20pointKAP23_2021_frame_31950.jpg,[7],[439],[552],[745]
"[1, 1]",KPT_017_2021_02_26_frame_17825.jpg,"[203, 948]","[600, 1063]","[363, 563]","[496, 882]"
"[2, 3]",WP54_frame_98601.jpg,"[1089, 1751]","[1716, 1915]","[58, 911]","[401, 1074]"
"[1, 1]",Te_20Oneroa_20BayKAP01_2021_frame_29550.jpg,"[731, 1200]","[1287, 1276]","[63, 570]","[931, 694]"
[3],Rangatira_20pointKAP23_2021_frame_20250.jpg,[229],[478],[819],[962]
[1],WP54_frame_18851.jpg,[1434],[1596],[846],[879]
[1],Rangatira_20pointKAP23_2021_frame_20900.jpg,[329],[579],[506],[795]
"[1, 1, 1, 1]",WP38_frame_89490.jpg,"[1009, 1073, 1177, 1343]","[1719, 1352, 1289, 1512]","[585, 754, 343, 673]","[908, 882, 452, 779]"
[3],WP40_frame_109810.jpg,[1334],[1437],[253],[314]
"[3, 3, 3]",Green_20canKAP24_2021_frame_40750.jpg,"[143, 389, 659]","[348, 576, 841]","[178, 601, -7]","[303, 829, 111]"
[3],PMR22_2012_frame_8931.jpg,[102],[203],[419],[493]
[2],WP38_frame_74325.jpg,[1459],[1780],[124],[177]
"[2, 3, 3]",WP54_frame_101838.jpg,"[979, 490, 947]","[1353, 683, 1353]","[730, 196, 677]","[903, 258, 911]"
"[3, 3]",Green_20canKAP24_2021_frame_44625.jpg,"[42, 125]","[231, 280]","[24, 80]","[169, 181]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54905.jpg,"[291, 977]","[590, 1197]","[18, 338]","[382, 839]"
"[1, 2]",KPT_017_2021_02_26_frame_29637.jpg,"[536, 173]","[693, 328]","[464, 69]","[793, 280]"
"[2, 2]",WP40_frame_109330.jpg,"[980, 1519]","[1186, 1836]","[455, 488]","[579, 715]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_37500.jpg,"[274, 755, 774]","[490, 1164, 1103]","[5, 484, 536]","[122, 634, 591]"
"[2, 3]",WP40_frame_38541.jpg,"[1169, 1234]","[1244, 1374]","[960, 489]","[1077, 544]"
"[2, 2]",KPT_017_2021_02_26_frame_18775.jpg,"[183, 478]","[229, 645]","[788, 194]","[936, 365]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54815.jpg,"[354, 1403]","[968, 1589]","[40, 995]","[193, 1076]"
"[1, 1]",KPT_017_2021_02_26_frame_29137.jpg,"[609, 776]","[1024, 853]","[165, 786]","[563, 974]"
[1],DD2_2011_frame_28291.jpg,[523],[635],[93],[309]
"[2, 3]",WP38_frame_83616.jpg,"[1275, 440]","[1362, 608]","[637, 811]","[889, 849]"
[1],KPT_017_2021_02_26_frame_45025.jpg,[106],[210],[891],[959]
"[1, 1, 1, 1]",CON28_2012_frame_54455.jpg,"[7, 402, 433, 489]","[79, 623, 482, 574]","[100, -142, 185, 28]","[292, 308, 287, 151]"
[1],EE16_2011_frame_59520.jpg,[444],[536],[335],[466]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_62292.jpg,"[780, 784]","[1065, 987]","[573, 653]","[788, 758]"
"[2, 3, 3]",WP54_frame_77142.jpg,"[1658, 616, 1684]","[1908, 951, 1915]","[365, 535, 316]","[531, 814, 514]"
[3],WP40_frame_51248.jpg,[948],[1026],[769],[864]
[3],WP38_frame_77322.jpg,[1748],[1918],[118],[366]
"[2, 3]",WP54_frame_80499.jpg,"[1439, 1284]","[1632, 1723]","[328, 327]","[576, 473]"
[3],WP54_frame_101958.jpg,[709],[977],[791],[999]
[3],WP54_frame_79300.jpg,[791],[1123],[521],[858]
"[1, 1, 1]",KPT_017_2021_02_26_frame_30887.jpg,"[219, 505, 551]","[515, 658, 630]","[795, 82, 723]","[995, 376, 868]"
[1],TUH_035_22_09_2020_frame_62637.jpg,[1093],[1474],[376],[586]
[3],Rangatira_20pointKAP23_2021_frame_38600.jpg,[726],[1178],[258],[459]
"[3, 3]",PMR74_2021_03_01_frame_39000.jpg,"[794, 1032]","[951, 1265]","[744, 190]","[824, 550]"
[3],Onepoto_20pointKAP20_2020_frame_61783.jpg,[1503],[1626],[511],[611]
[2],TUH_035_22_09_2020_frame_64255.jpg,[1105],[1618],[267],[865]
"[1, 1, 1, 1]",Green_20canKAP24_2021_frame_30200.jpg,"[-9, 21, 41, 92]","[146, 84, 125, 208]","[631, 617, 605, 12]","[925, 825, 873, 285]"
[1],WP40_frame_110769.jpg,[585],[897],[835],[1003]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54575.jpg,"[412, 1113]","[991, 1653]","[15, -22]","[215, 588]"
[3],WP38_frame_77442.jpg,[1546],[1827],[1],[292]
"[2, 2]",EE14_2011_frame_14535.jpg,"[149, 351]","[253, 426]","[103, 210]","[225, 244]"
[3],WP40_frame_55444.jpg,[1052],[1254],[846],[900]
[2],Onepoto_20pointKAP20_2020_frame_52477.jpg,[190],[313],[394],[432]
[1],EE16_2011_frame_44295.jpg,[149],[217],[154],[315]
[1],KPT_017_2021_02_26_frame_28550.jpg,[385],[475],[837],[948]
"[1, 1, 2]",KPT_017_2021_02_26_frame_29412.jpg,"[772, 996, 264]","[956, 1097, 413]","[373, 482, 106]","[834, 703, 323]"
[1],TUH_035_22_09_2020_frame_77322.jpg,[1688],[2151],[744],[950]
[2],WP40_frame_31348.jpg,[1379],[1452],[732],[839]
"[1, 1, 2]",KPT_017_2021_02_26_frame_29312.jpg,"[202, 767, 829]","[1176, 917, 999]","[132, 865, 704]","[965, 956, 847]"
[3],WP40_frame_39770.jpg,[278],[395],[804],[891]
"[1, 2, 2]",WP54_frame_66293.jpg,"[348, 416, 440]","[606, 567, 656]","[61, 35, 57]","[528, 469, 495]"
"[2, 3]",WP38_frame_82597.jpg,"[1299, 1332]","[1510, 1489]","[649, 677]","[883, 832]"
[3],WP40_frame_29730.jpg,[1314],[1359],[345],[421]
[3],Rangatira_20pointKAP23_2021_frame_38525.jpg,[25],[577],[451],[621]
[3],PMR74_2021_03_01_frame_24500.jpg,[482],[624],[383],[452]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_19500.jpg,"[268, 1086]","[620, 1329]","[485, 3]","[592, 268]"
"[1, 1, 1, 2]",KPT_017_2021_02_26_frame_30237.jpg,"[343, 844, 1015, 856]","[541, 1045, 1124, 971]","[781, 315, 876, 305]","[1017, 611, 968, 596]"
"[1, 1, 2]",PMR74_2021_03_01_frame_18762.jpg,"[289, 765, 774]","[397, 920, 918]","[139, 407, 402]","[216, 488, 482]"
[3],WP40_frame_26673.jpg,[708],[851],[537],[570]
[2],WP40_frame_84935.jpg,[1306],[1420],[824],[903]
"[1, 1]",WP40_frame_41988.jpg,"[263, 1176]","[456, 1298]","[807, 595]","[1041, 656]"
"[1, 1]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_33850.jpg,"[232, 382]","[1120, 640]","[54, 372]","[856, 523]"
"[2, 3, 3]",WP40_frame_28951.jpg,"[1030, 931, 1287]","[1187, 1000, 1383]","[865, 772, 925]","[963, 945, 1077]"
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19150.jpg,"[-9, 906, 1073]","[150, 1115, 1309]","[400, 171, 2]","[666, 571, 120]"
[1],Onepoto_20pointKAP20_2020_frame_60044.jpg,[1092],[1773],[-6],[906]
[1],KPT_017_2021_02_26_frame_29612.jpg,[214],[1342],[249],[1025]
"[1, 1]",WP54_frame_34465.jpg,"[-45, 400]","[288, 1371]","[688, 811]","[1004, 850]"
[3],Rangatira_20pointKAP23_2021_frame_20300.jpg,[320],[540],[851],[962]
"[1, 1, 2]",Hole_20in_20the_20wall_20bayKAP16_2021_frame_1900.jpg,"[784, 924, 783]","[927, 1174, 971]","[892, 117, 891]","[940, 257, 944]"
"[2, 3]",WP54_frame_83856.jpg,"[1320, 995]","[1711, 1277]","[557, 547]","[712, 847]"
"[1, 1]",PMR74_2021_03_01_frame_39487.jpg,"[19, 795]","[105, 875]","[463, 277]","[897, 403]"
[2],WP40_frame_60179.jpg,[1033],[1162],[808],[934]
"[1, 1, 1]",PMR23_2012_frame_30689.jpg,"[-28, -9, 140]","[46, 50, 309]","[216, 202, 411]","[243, 250, 486]"
[1],Onepoto_20pointKAP20_2020_frame_53346.jpg,[954],[1446],[30],[258]
"[3, 3]",CON28_2012_frame_53616.jpg,"[99, 116]","[164, 239]","[-37, 139]","[82, 231]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_54725.jpg,"[-93, 489]","[1826, 995]","[-497, -36]","[582, 170]"
"[3, 3]",TUH_035_22_09_2020_frame_66113.jpg,"[1463, 1485]","[1661, 1584]","[623, 610]","[869, 848]"
"[1, 1]",Onepoto_20pointKAP20_2020_frame_52507.jpg,"[826, 1545]","[1069, 1704]","[4, 488]","[126, 562]"
[3],WP40_frame_38991.jpg,[1778],[1857],[306],[363]
"[1, 1, 2]",KPT_017_2021_02_26_frame_30212.jpg,"[169, 785, 832]","[301, 916, 977]","[453, 74, 483]","[498, 167, 764]"
[1],TUH_035_22_09_2020_frame_60898.jpg,[1218],[1575],[442],[608]
[3],WP40_frame_115444.jpg,[926],[1103],[770],[847]
[2],WP38_frame_67492.jpg,[1678],[1916],[775],[922]
"[1, 1]",WP40_frame_96803.jpg,"[868, 910]","[1013, 1002]","[748, 777]","[908, 882]"
"[1, 1]",KPT_017_2021_02_26_frame_29362.jpg,"[339, 771]","[555, 1040]","[773, 385]","[1108, 560]"
"[3, 3, 3]",WP54_frame_93026.jpg,"[804, 1142, 1789]","[1002, 1300, 1921]","[867, 835, 1010]","[1065, 906, 1085]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_38025.jpg,"[263, 347]","[504, 462]","[-3, 763]","[101, 972]"
"[1, 1]",Rangatira_20pointKAP23_2021_frame_39575.jpg,"[526, 929]","[838, 1115]","[124, 11]","[484, 190]"
"[1, 1]",KPT_017_2021_02_26_frame_43000.jpg,"[441, 1142]","[596, 1294]","[303, 609]","[616, 707]"
"[3, 3]",WP54_frame_96143.jpg,"[603, 976]","[968, 1179]","[802, 929]","[990, 1104]"
"[1, 1, 2]",WP40_frame_43486.jpg,"[868, 1703, 520]","[1027, 1826, 624]","[410, 899, 792]","[465, 964, 872]"
[3],WP54_frame_99860.jpg,[758],[1022],[172],[461]
"[2, 3, 3]",WP54_frame_83436.jpg,"[1219, 1200, 1251]","[1326, 1377, 1317]","[437, 376, 398]","[686, 669, 671]"
"[3, 3, 3]",WP54_frame_95784.jpg,"[1012, 1097, 1111]","[1387, 1343, 1255]","[127, 381, 160]","[344, 847, 265]"
[3],Green_20canKAP24_2021_frame_43775.jpg,[17],[345],[696],[874]
[3],Rangatira_20pointKAP23_2021_frame_39025.jpg,[4],[426],[599],[866]
[3],WP54_frame_100819.jpg,[1214],[1403],[865],[1024]
[2],WP38_frame_111308.jpg,[1670],[1922],[645],[928]
"[1, 1, 1]",PMR74_2021_03_01_frame_19475.jpg,"[534, 768, 1082]","[594, 790, 1146]","[302, 362, 503]","[443, 402, 584]"
[3],Rangatira_20pointKAP23_2021_frame_39225.jpg,[709],[1094],[261],[360]
"[3, 3]",Green_20canKAP24_2021_frame_45625.jpg,"[92, 119]","[352, 310]","[319, 255]","[415, 471]"
[1],WP40_frame_31858.jpg,[1236],[1384],[799],[847]
"[3, 3]",WP54_frame_84095.jpg,"[875, 1029]","[1116, 1237]","[667, 491]","[966, 801]"
"[2, 3, 3]",WP40_frame_108191.jpg,"[1355, 692, 1000]","[1443, 1033, 1209]","[230, 512, 258]","[290, 561, 352]"
"[1, 1]",WP40_frame_112867.jpg,"[985, 1068]","[1145, 1187]","[806, 774]","[866, 975]"
[1],Onepoto_20pointKAP20_2020_frame_54695.jpg,[344],[982],[3],[204]
[1],Green_20canKAP24_2021_frame_47287.jpg,[37],[214],[618],[946]
[1],Onepoto_20pointKAP20_2020_frame_54935.jpg,[260],[596],[14],[285]
"[3, 3]",WP54_frame_96083.jpg,"[668, 673]","[855, 819]","[838, 798]","[1060, 974]"
[3],PMR74_2021_03_01_frame_24475.jpg,[474],[618],[382],[448]
"[1, 1]",Rangatira_20pointKAP23_2021_frame_37875.jpg,"[1097, 1142]","[1253, 1287]","[779, 781]","[1058, 980]"
[1],WP40_frame_108791.jpg,[1739],[1812],[436],[630]
"[1, 2, 2]",KPT_017_2021_02_26_frame_20050.jpg,"[826, 883, 918]","[1115, 994, 1034]","[598, 548, 549]","[927, 942, 924]"
"[3, 3, 3]",Green_20canKAP24_2021_frame_44850.jpg,"[272, 328, 429]","[332, 633, 574]","[376, 402, 439]","[622, 619, 606]"
[2],WP38_frame_67552.jpg,[1784],[1916],[808],[967]
"[2, 2]",KPT_017_2021_02_26_frame_40000.jpg,"[282, 635]","[481, 690]","[794, 747]","[927, 936]"
[1],KPT_017_2021_02_26_frame_28562.jpg,[759],[888],[189],[250]
"[1, 1]",PMR74_2021_03_01_frame_13075.jpg,"[355, 442]","[462, 1122]","[45, 155]","[143, 765]"
[3],Rangatira_20pointKAP23_2021_frame_38975.jpg,[0],[209],[635],[957]
"[2, 3]",WP54_frame_81758.jpg,"[1189, 1240]","[1714, 1627]","[414, 453]","[700, 665]"
[2],WP40_frame_60779.jpg,[1120],[1253],[679],[786]
"[2, 3, 3, 3]",WP54_frame_71808.jpg,"[1070, 1734, 1748, 1782]","[1377, 2031, 1911, 1930]","[586, 828, 778, 819]","[774, 1064, 994, 960]"
[1],PMR74_2021_03_01_frame_36750.jpg,[483],[582],[298],[396]
"[1, 1]",TUH_035_22_09_2020_frame_60718.jpg,"[1253, 1282]","[1376, 1352]","[720, 723]","[1033, 986]"
"[1, 1]",PMR74_2021_03_01_frame_38075.jpg,"[312, 541]","[388, 616]","[892, 296]","[975, 408]"
[3],Rangatira_20pointKAP23_2021_frame_21100.jpg,[224],[378],[66],[353]
"[3, 3]",WP54_frame_101898.jpg,"[747, 759]","[1079, 1144]","[826, 844]","[992, 931]"
"[1, 1, 2, 2]",KPT_017_2021_02_26_frame_32250.jpg,"[189, 249, 232, 251]","[389, 562, 332, 567]","[47, 441, 45, 395]","[417, 547, 286, 519]"
"[2, 3, 3]",WP54_frame_96563.jpg,"[1141, 1161, 1448]","[1457, 1428, 1705]","[518, 549, 700]","[867, 828, 912]"
[3],PMR12_2012_frame_36923.jpg,[159],[265],[343],[484]
[1],WP38_frame_108011.jpg,[795],[1122],[738],[786]
"[1, 1, 1]",CON30_2012_frame_4765.jpg,"[324, 350, 608]","[458, 450, 676]","[219, 234, 10]","[255, 261, 101]"
[3],Green_20canKAP24_2021_frame_45850.jpg,[235],[634],[637],[751]
[3],WP40_frame_107952.jpg,[1360],[1558],[862],[1040]
[1],KPT_017_2021_02_26_frame_29162.jpg,[736],[941],[435],[645]
"[2, 3]",WP40_frame_43006.jpg,"[1155, 1183]","[1307, 1264]","[898, 853]","[1102, 1033]"
[3],WP40_frame_109930.jpg,[1042],[1239],[719],[860]
"[3, 3]",WP54_frame_99200.jpg,"[1552, 1662]","[1845, 1875]","[691, 735]","[918, 923]"
[3],Hole_20in_20the_20wall_20bayKAP16_2021_frame_19375.jpg,[66],[1243],[167],[1127]
[2],WP38_frame_63776.jpg,[1245],[1351],[384],[480]
"[1, 1]",Onepoto_20pointKAP20_2020_frame_53016.jpg,"[410, 1684]","[753, 1850]","[123, 567]","[523, 823]"
[1],WP40_frame_103936.jpg,[496],[686],[829],[993]
[3],PMR12_2012_frame_50109.jpg,[208],[408],[360],[426]
"[1, 1, 2]",PMR74_2021_03_01_frame_38762.jpg,"[954, 1024, 398]","[1040, 1074, 448]","[553, 182, 165]","[643, 300, 340]"
[1],Rangatira_20pointKAP23_2021_frame_39325.jpg,[1060],[1256],[833],[980]
[2],WP40_frame_49690.jpg,[1085],[1314],[803],[1040]
[1],WP40_frame_55384.jpg,[1120],[1250],[618],[646]
[3],Rangatira_20pointKAP23_2021_frame_39200.jpg,[1176],[1278],[132],[441]
"[1, 1, 1]",Rangatira_20pointKAP23_2021_frame_19600.jpg,"[10, 264, 1094]","[249, 634, 1372]","[2, 477, -4]","[522, 550, 316]"
[1],WP40_frame_111128.jpg,[1044],[1307],[492],[607]
"[3, 3, 3]",Rangatira_20pointKAP23_2021_frame_26325.jpg,"[106, 195, 259]","[662, 427, 340]","[560, 786, 801]","[671, 1030, 971]"
[3],WP54_frame_85594.jpg,[1126],[1537],[582],[772]
"[1, 1]",WP38_frame_112087.jpg,"[880, 1773]","[1039, 1900]","[828, 233]","[1010, 324]"
"[3, 3]",Green_20canKAP24_2021_frame_44475.jpg,"[364, 478]","[614, 546]","[486, 581]","[795, 800]"
"[3, 3]",WP54_frame_96503.jpg,"[1103, 1635]","[1291, 1917]","[540, 3]","[956, 124]"
[2],WP40_frame_42947.jpg,[1237],[1387],[833],[881]
"[3, 3]",Green_20canKAP24_2021_frame_44050.jpg,"[259, 314]","[390, 391]","[-21, -45]","[138, 123]"
[1],Rangatira_20pointKAP23_2021_frame_20150.jpg,[357],[540],[478],[735]
[3],WP38_frame_90209.jpg,[920],[1297],[589],[936]
"[1, 1, 1, 2]",KPT_017_2021_02_26_frame_40050.jpg,"[154, 557, 601, 752]","[258, 697, 664, 938]","[258, 228, -9, 804]","[321, 394, 69, 867]"
[3],WP54_frame_88651.jpg,[1764],[1941],[836],[980]
"[1, 1, 1, 2]",KPT_017_2021_02_26_frame_17800.jpg,"[338, 673, 950, 574]","[531, 1202, 1253, 693]","[60, 137, 678, 554]","[182, 860, 835, 732]"
"[1, 1]",PMR74_2021_03_01_frame_12037.jpg,"[540, 916]","[737, 1022]","[168, 312]","[314, 549]"
[1],Onepoto_20pointKAP20_2020_frame_55024.jpg,[573],[980],[-10],[181]
